,state,customer_lifetime_value,response,coverage,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size
10307,Oregon,2521.0,No,Basic,2011-01-27,Medical Leave,F,19637,Suburban,Married,67,34.0,30,0.0,1,Personal Auto,Personal,Offer1,Branch,333.0,Four-Door Car,Medsize
10309,Washington,5186.0,No,Basic,2011-01-23,Employed,F,99428,Rural,Married,64,16.0,25,1.0,3,Personal Auto,Personal,Offer1,Call Center,48.0,Four-Door Car,Medsize
10311,Nevada,7983.0,No,Basic,2011-02-21,Employed,F,36014,Rural,Married,69,4.0,40,3.0,2,Special Auto,Special,Offer4,Branch,174.0,Four-Door Car,Medsize
10312,California,4313.0,No,Basic,2011-01-03,Disabled,F,25404,Suburban,Divorced,112,16.0,4,0.0,1,Personal Auto,Personal,Offer1,Branch,578.0,Four-Door Car,Medsize
10313,California,2958.0,No,Basic,2011-02-06,Employed,F,83318,Urban,Divorced,73,21.0,42,0.0,1,Personal Auto,Personal,Offer3,Web,211.0,Two-Door Car,Medsize
10315,California,9567.0,No,Extended,2011-01-17,Employed,M,53375,Rural,Married,79,20.0,92,0.0,2,Personal Auto,Personal,Offer4,Agent,127.0,Four-Door Car,Medsize
10316,Oregon,5640.0,No,Basic,2011-01-25,Employed,M,41396,Suburban,Married,70,7.0,7,0.0,3,Special Auto,Special,Offer2,Branch,336.0,Four-Door Car,Medsize
10317,Arizona,3719.0,No,Extended,2011-01-07,Employed,M,40968,Suburban,Divorced,97,29.0,53,1.0,1,Personal Auto,Personal,Offer1,Agent,466.0,Four-Door Car,Large
10320,California,5073.0,Yes,Extended,2011-01-30,Employed,M,57709,Suburban,Married,125,10.0,26,0.0,1,Corporate Auto,Corporate,Offer2,Branch,600.0,Four-Door Car,Medsize
10321,Oregon,7805.0,Yes,Basic,2011-01-27,Retired,F,21073,Suburban,Divorced,106,25.0,54,1.0,3,Personal Auto,Personal,Offer1,Agent,509.0,Four-Door Car,Small
10322,Arizona,8408.0,No,Basic,2011-02-15,Employed,M,82800,Suburban,Married,70,12.0,94,0.0,2,Corporate Auto,Corporate,Offer1,Agent,442.0,Four-Door Car,Medsize
10324,California,5095.0,No,Basic,2011-01-27,Employed,F,69461,Rural,Single,64,7.0,61,0.0,3,Personal Auto,Personal,Offer3,Branch,101.0,Two-Door Car,Large
10325,Oregon,11124.0,No,Extended,2011-01-17,Employed,M,42596,Rural,Single,96,8.0,82,0.0,2,Personal Auto,Personal,Offer1,Web,42.0,Four-Door Car,Medsize
10327,Oregon,5470.0,No,Basic,2011-01-06,Employed,M,24910,Suburban,Married,69,12.0,79,0.0,3,Personal Auto,Personal,Offer3,Agent,746.0,Two-Door Car,Medsize
10328,Oregon,6519.0,No,Extended,2011-01-28,Employed,M,38795,Suburban,Married,82,30.0,41,1.0,3,Corporate Auto,Corporate,Offer1,Branch,394.0,Two-Door Car,Small
10329,Arizona,11470.0,No,Premium,2011-01-06,Disabled,F,10384,Suburban,Married,151,5.0,72,0.0,3,Personal Auto,Personal,Offer1,Agent,914.0,Four-Door Car,Medsize
10331,California,3528.0,Yes,Extended,2011-02-01,Employed,M,31278,Suburban,Married,92,24.0,95,4.0,1,Personal Auto,Personal,Offer1,Branch,442.0,Two-Door Car,Medsize
10333,California,20314.0,No,Basic,2011-01-04,Employed,M,42218,Rural,Divorced,180,15.0,38,3.0,2,Personal Auto,Personal,Offer1,Call Center,212.0,Luxury Car,Small
10334,Washington,3679.0,No,Extended,2011-01-17,Employed,M,60804,Rural,Married,92,16.0,50,0.0,1,Personal Auto,Personal,Offer2,Agent,213.0,Four-Door Car,Medsize
10335,Oregon,7771.0,No,Basic,2011-02-21,Medical Leave,M,21876,Suburban,Married,68,12.0,28,0.0,2,Personal Auto,Personal,Offer1,Agent,465.0,Four-Door Car,Small
10337,Oregon,8278.0,No,Premium,2011-02-06,Employed,F,45257,Suburban,Married,103,33.0,90,0.0,3,Corporate Auto,Corporate,Offer3,Call Center,494.0,Two-Door Car,Medsize
10340,California,3241.0,No,Extended,2011-02-21,Employed,F,30646,Rural,Married,81,26.0,26,0.0,1,Corporate Auto,Corporate,Offer1,Agent,129.0,Four-Door Car,Medsize
10341,California,6282.0,No,Extended,2011-01-11,Employed,M,42314,Rural,Married,80,23.0,78,0.0,3,Personal Auto,Personal,Offer3,Web,56.0,Four-Door Car,Small
10342,Nevada,5581.0,No,Basic,2011-02-16,Employed,M,25180,Urban,Married,70,21.0,44,0.0,3,Personal Auto,Personal,Offer2,Branch,236.0,Four-Door Car,Medsize
10343,Nevada,3494.0,No,Extended,2011-02-17,Employed,M,35001,Suburban,Single,96,18.0,87,3.0,1,Personal Auto,Personal,Offer1,Web,461.0,Four-Door Car,Small
10344,California,5492.0,No,Extended,2011-02-20,Employed,M,74271,Rural,Divorced,136,1.0,79,0.0,1,Personal Auto,Personal,Offer1,Call Center,174.0,Sports Car,Medsize
10345,Nevada,7342.0,No,Basic,2011-02-03,Employed,F,27649,Suburban,Single,63,3.0,63,0.0,2,Personal Auto,Personal,Offer4,Web,302.0,Four-Door Car,Small
10348,Nevada,8663.0,No,Premium,2011-01-27,Employed,F,67763,Rural,Married,107,28.0,10,2.0,3,Personal Auto,Personal,Offer1,Web,41.0,Four-Door Car,Medsize
10350,Arizona,3528.0,Yes,Extended,2011-02-01,Employed,M,31278,Suburban,Married,92,24.0,95,4.0,1,Personal Auto,Personal,Offer1,Branch,442.0,Two-Door Car,Medsize
10351,Oregon,3509.0,Yes,Extended,2011-01-05,Medical Leave,M,20978,Suburban,Married,98,19.0,96,1.0,1,Personal Auto,Personal,Offer2,Branch,1176.0,Four-Door Car,Small
10352,Oregon,7908.0,No,Basic,2011-01-24,Employed,M,94303,Rural,Married,65,16.0,9,0.0,2,Personal Auto,Personal,Offer2,Call Center,150.0,Four-Door Car,Medsize
10353,Washington,8414.0,No,Basic,2011-02-07,Employed,F,59828,Suburban,Married,104,25.0,49,0.0,3,Personal Auto,Personal,Offer1,Call Center,499.0,Four-Door Car,Large
10354,Nevada,5715.0,No,Basic,2011-01-02,Employed,M,84183,Urban,Single,72,29.0,86,0.0,3,Personal Auto,Personal,Offer1,Agent,256.0,Four-Door Car,Small
10356,Washington,2980.0,No,Basic,2011-01-08,Employed,M,72669,Urban,Married,74,29.0,39,0.0,1,Personal Auto,Personal,Offer4,Agent,333.0,Four-Door Car,Medsize
10357,California,5457.0,No,Extended,2011-01-09,Employed,F,50044,Suburban,Single,139,16.0,14,0.0,1,Personal Auto,Personal,Offer3,Call Center,667.0,Four-Door Car,Medsize
10361,Nevada,14566.0,No,Extended,2011-02-11,Employed,M,52564,Rural,Married,122,33.0,28,0.0,2,Personal Auto,Personal,Offer2,Branch,42.0,Four-Door Car,Medsize
10362,Arizona,3331.0,No,Extended,2011-02-05,Employed,F,45944,Rural,Married,83,20.0,4,0.0,1,Personal Auto,Personal,Offer3,Call Center,183.0,Two-Door Car,Medsize
10365,Arizona,19685.0,No,Extended,2011-01-22,Employed,M,51524,Suburban,Married,244,6.0,30,0.0,3,Personal Auto,Personal,Offer3,Branch,1171.0,Luxury Car,Small
10366,Nevada,15763.0,No,Premium,2011-01-21,Employed,M,39032,Suburban,Married,198,31.0,15,0.0,3,Personal Auto,Personal,Offer1,Call Center,950.0,Four-Door Car,Medsize
10370,Arizona,34611.0,Yes,Basic,2011-01-14,Employed,F,20090,Suburban,Married,109,10.0,59,0.0,2,Personal Auto,Personal,Offer2,Agent,523.0,Sports Car,Medsize
10371,Oregon,4874.0,No,Basic,2011-02-09,Employed,M,92783,Rural,Married,61,1.0,47,0.0,3,Personal Auto,Personal,Offer2,Agent,7.0,Two-Door Car,Medsize
10372,Oregon,26201.0,No,Basic,2011-02-22,Employed,M,68507,Rural,Married,110,5.0,29,0.0,2,Personal Auto,Personal,Offer3,Agent,140.0,Four-Door Car,Medsize
10373,Oregon,10964.0,Yes,Premium,2011-02-08,Employed,M,55687,Suburban,Divorced,276,33.0,91,0.0,1,Corporate Auto,Corporate,Offer1,Agent,1325.0,Luxury Car,Medsize
10374,Washington,3094.0,No,Extended,2011-01-04,Employed,F,20954,Suburban,Married,78,15.0,27,0.0,1,Special Auto,Special,Offer2,Agent,535.0,Four-Door Car,Medsize
10375,Oregon,2451.0,No,Basic,2011-02-21,Employed,M,82695,Urban,Divorced,62,10.0,39,0.0,1,Personal Auto,Personal,Offer3,Web,218.0,Four-Door Car,Medsize
10377,Oregon,9880.0,No,Extended,2011-01-03,Employed,F,36576,Rural,Married,125,11.0,73,1.0,3,Personal Auto,Personal,Offer1,Agent,113.0,Four-Door Car,Medsize
10378,Oregon,5569.0,No,Basic,2011-01-15,Employed,M,53997,Suburban,Married,69,26.0,3,0.0,3,Personal Auto,Personal,Offer1,Branch,345.0,Four-Door Car,Medsize
10379,Oregon,2520.0,No,Basic,2011-02-16,Employed,M,56228,Urban,Single,65,4.0,79,0.0,1,Personal Auto,Personal,Offer2,Call Center,277.0,Two-Door Car,Medsize
10380,Arizona,7949.0,No,Extended,2011-01-06,Employed,M,63688,Suburban,Married,99,28.0,93,0.0,3,Personal Auto,Personal,Offer2,Branch,475.0,Four-Door Car,Medsize
10381,California,4686.0,Yes,Basic,2011-02-12,Employed,M,58089,Suburban,Married,118,31.0,83,0.0,1,Corporate Auto,Corporate,Offer1,Agent,566.0,Four-Door Car,Medsize
10382,Oregon,2863.0,No,Basic,2011-02-04,Employed,F,41077,Rural,Married,71,3.0,14,0.0,1,Personal Auto,Personal,Offer1,Agent,82.0,Two-Door Car,Medsize
10383,California,17817.0,No,Extended,2011-02-11,Employed,F,60192,Suburban,Married,220,17.0,87,0.0,3,Personal Auto,Personal,Offer3,Agent,1056.0,Luxury Car,Medsize
10386,California,12342.0,No,Basic,2011-01-13,Employed,M,72503,Urban,Single,106,29.0,99,0.0,2,Personal Auto,Personal,Offer3,Agent,296.0,Four-Door Car,Large
10387,Arizona,2590.0,No,Basic,2011-01-24,Disabled,M,18746,Suburban,Married,68,21.0,93,0.0,1,Personal Auto,Personal,Offer2,Branch,326.0,Four-Door Car,Large
10388,Oregon,4201.0,No,Basic,2011-01-02,Retired,M,20263,Suburban,Single,63,31.0,2,0.0,3,Personal Auto,Personal,Offer1,Agent,373.0,Four-Door Car,Small
10389,California,5090.0,No,Basic,2011-02-01,Employed,M,62474,Rural,Married,63,20.0,63,0.0,3,Personal Auto,Personal,Offer2,Branch,112.0,Four-Door Car,Medsize
10391,Oregon,5687.0,No,Basic,2011-01-15,Employed,M,63143,Suburban,Married,71,31.0,85,0.0,3,Corporate Auto,Corporate,Offer1,Call Center,341.0,Four-Door Car,Medsize
10393,Oregon,27938.0,No,Basic,2011-02-05,Retired,M,13624,Suburban,Divorced,117,4.0,11,0.0,2,Personal Auto,Personal,Offer4,Agent,562.0,Sports Car,Medsize
10394,California,3675.0,No,Extended,2011-02-01,Employed,F,84814,Suburban,Married,90,25.0,60,0.0,1,Corporate Auto,Corporate,Offer4,Call Center,513.0,Four-Door Car,Medsize
10395,Oregon,9102.0,No,Premium,2011-01-12,Disabled,F,26049,Rural,Married,118,17.0,6,0.0,3,Personal Auto,Personal,Offer1,Call Center,121.0,Two-Door Car,Large
10397,Arizona,5780.0,Yes,Basic,2011-02-26,Employed,M,51066,Suburban,Single,74,23.0,0,0.0,3,Personal Auto,Personal,Offer2,Call Center,788.0,Four-Door Car,Medsize
10398,California,4920.0,No,Basic,2011-02-13,Employed,M,21366,Suburban,Married,63,20.0,47,0.0,3,Personal Auto,Personal,Offer4,Branch,302.0,Two-Door Car,Small
10399,California,16068.0,No,Basic,2011-01-23,Employed,F,70140,Suburban,Married,199,25.0,15,0.0,3,Corporate Auto,Corporate,Offer2,Web,955.0,Luxury Car,Medsize
10400,California,5489.0,No,Extended,2011-01-10,Employed,M,50943,Suburban,Divorced,139,18.0,14,0.0,1,Special Auto,Special,Offer1,Branch,667.0,Four-Door Car,Medsize
10401,California,5714.0,No,Basic,2011-02-23,Disabled,F,23726,Suburban,Divorced,74,1.0,83,0.0,3,Corporate Auto,Corporate,Offer1,Call Center,355.0,Four-Door Car,Small
10402,Oregon,3012.0,No,Extended,2011-02-14,Employed,M,77912,Suburban,Divorced,76,5.0,40,0.0,1,Personal Auto,Personal,Offer4,Agent,444.0,Two-Door Car,Small
10405,Oregon,3979.0,No,Extended,2011-02-04,Employed,M,39101,Rural,Married,99,34.0,24,0.0,1,Personal Auto,Personal,Offer3,Branch,167.0,Four-Door Car,Medsize
10406,Oregon,2620.0,No,Basic,2011-02-19,Employed,M,26094,Rural,Married,67,16.0,84,0.0,1,Personal Auto,Personal,Offer4,Branch,2.0,Two-Door Car,Medsize
10407,Oregon,2600.0,No,Basic,2011-01-01,Employed,M,45181,Suburban,Married,65,21.0,68,0.0,1,Personal Auto,Personal,Offer4,Call Center,312.0,Four-Door Car,Medsize
10408,Oregon,2939.0,No,Basic,2011-02-28,Employed,F,96765,Urban,Married,72,28.0,61,0.0,1,Personal Auto,Personal,Offer3,Call Center,216.0,Two-Door Car,Medsize
10409,California,5670.0,No,Basic,2011-01-14,Employed,M,83086,Urban,Married,71,1.0,43,3.0,3,Personal Auto,Personal,Offer3,Agent,320.0,Four-Door Car,Medsize
10410,Arizona,2997.0,No,Basic,2011-02-15,Employed,F,51199,Suburban,Divorced,74,19.0,52,0.0,1,Corporate Auto,Corporate,Offer1,Branch,355.0,Four-Door Car,Small
10411,California,8659.0,Yes,Basic,2011-02-07,Employed,M,62464,Urban,Married,109,23.0,45,0.0,3,Personal Auto,Personal,Offer2,Agent,400.0,Sports Car,Medsize
10412,California,11790.0,Yes,Basic,2011-01-03,Retired,M,25251,Suburban,Divorced,66,13.0,43,0.0,2,Personal Auto,Personal,Offer2,Web,317.0,Four-Door Car,Medsize
10416,California,5039.0,No,Basic,2011-02-27,Employed,F,82940,Suburban,Single,63,12.0,56,0.0,3,Personal Auto,Personal,Offer3,Agent,333.0,Four-Door Car,Medsize
10418,Arizona,12693.0,No,Premium,2011-01-25,Employed,M,40117,Suburban,Married,108,6.0,55,0.0,2,Personal Auto,Personal,Offer3,Agent,750.0,Two-Door Car,Small
10419,Nevada,7600.0,No,Extended,2011-02-09,Employed,M,52113,Suburban,Divorced,97,14.0,85,0.0,3,Corporate Auto,Corporate,Offer1,Agent,466.0,Four-Door Car,Medsize
10420,California,2554.0,No,Basic,2011-02-05,Employed,F,22538,Suburban,Married,64,6.0,67,0.0,1,Personal Auto,Personal,Offer4,Agent,424.0,Four-Door Car,Medsize
10421,Nevada,5296.0,No,Extended,2011-02-25,Employed,M,50200,Urban,Divorced,135,23.0,98,0.0,1,Personal Auto,Personal,Offer1,Agent,637.0,Sports Car,Medsize
10423,California,3939.0,Yes,Extended,2011-01-28,Employed,F,60021,Suburban,Married,99,12.0,28,0.0,1,Personal Auto,Personal,Offer2,Agent,883.0,Four-Door Car,Small
10424,Washington,5097.0,No,Basic,2011-01-07,Employed,F,27940,Rural,Married,65,21.0,3,1.0,3,Personal Auto,Personal,Offer2,Agent,28.0,Two-Door Car,Medsize
10425,Oregon,2840.0,No,Basic,2011-02-16,Employed,F,33252,Suburban,Married,71,20.0,4,0.0,1,Personal Auto,Personal,Offer2,Agent,408.0,Four-Door Car,Medsize
10426,Oregon,2640.0,No,Basic,2011-01-02,Employed,M,77299,Rural,Married,66,11.0,71,0.0,1,Personal Auto,Personal,Offer2,Branch,152.0,Four-Door Car,Medsize
10428,Oregon,4655.0,No,Premium,2011-01-04,Employed,F,30383,Suburban,Divorced,119,32.0,25,0.0,1,Personal Auto,Personal,Offer4,Branch,804.0,Two-Door Car,Small
10430,Arizona,35900.0,No,Basic,2011-02-08,Employed,M,25285,Suburban,Married,114,12.0,84,0.0,2,Personal Auto,Personal,Offer1,Agent,547.0,Four-Door Car,Medsize
10431,California,16910.0,No,Extended,2011-02-22,Employed,M,65620,Urban,Divorced,213,16.0,0,0.0,3,Corporate Auto,Corporate,Offer3,Agent,766.0,Luxury Car,Medsize
10432,California,6807.0,No,Extended,2011-02-21,Employed,M,32787,Suburban,Married,86,3.0,86,0.0,3,Personal Auto,Personal,Offer2,Branch,569.0,Two-Door Car,Large
10434,California,6838.0,No,Premium,2011-01-24,Employed,F,51859,Suburban,Married,171,0.0,21,0.0,1,Personal Auto,Personal,Offer4,Branch,1003.0,Four-Door Car,Medsize
10435,Nevada,2248.0,Yes,Basic,2011-01-29,Retired,F,24910,Suburban,Single,63,7.0,63,1.0,1,Personal Auto,Personal,Offer1,Branch,348.0,Four-Door Car,Medsize
10438,California,12275.0,No,Premium,2011-01-08,Employed,F,52135,Urban,Single,156,6.0,86,0.0,3,Personal Auto,Personal,Offer2,Call Center,431.0,Four-Door Car,Small
10439,California,16262.0,No,Extended,2011-01-20,Employed,M,60646,Suburban,Married,134,31.0,42,0.0,2,Personal Auto,Personal,Offer2,Agent,643.0,Four-Door Car,Medsize
10441,Arizona,13438.0,No,Basic,2011-01-21,Employed,F,69693,Suburban,Married,112,34.0,62,1.0,2,Special Auto,Special,Offer1,Branch,538.0,Sports Car,Small
10443,Oregon,10210.0,No,Extended,2011-01-24,Employed,M,43736,Suburban,Married,128,0.0,88,0.0,3,Personal Auto,Personal,Offer1,Branch,614.0,Four-Door Car,Medsize
10444,Oregon,4861.0,No,Basic,2011-01-31,Employed,F,39429,Rural,Divorced,62,12.0,6,0.0,3,Corporate Auto,Corporate,Offer1,Call Center,102.0,Four-Door Car,Medsize
10448,California,4763.0,No,Basic,2011-02-04,Medical Leave,F,16656,Suburban,Married,63,11.0,53,1.0,3,Personal Auto,Personal,Offer1,Branch,302.0,Two-Door Car,Medsize
10449,California,8296.0,No,Basic,2011-02-23,Employed,M,73556,Urban,Divorced,104,31.0,4,0.0,3,Personal Auto,Personal,Offer1,Agent,498.0,Four-Door Car,Medsize
10450,Arizona,4261.0,No,Basic,2011-01-30,Employed,M,47746,Rural,Married,106,9.0,4,0.0,1,Personal Auto,Personal,Offer2,Agent,247.0,Four-Door Car,Medsize
10451,Washington,5391.0,No,Extended,2011-02-20,Employed,M,21440,Suburban,Married,135,7.0,19,0.0,1,Personal Auto,Personal,Offer3,Agent,972.0,Four-Door Car,Medsize
10452,Oregon,22647.0,No,Extended,2011-01-25,Retired,M,27504,Suburban,Divorced,91,26.0,45,0.0,2,Personal Auto,Personal,Offer2,Branch,437.0,Four-Door Car,Small
10455,California,6047.0,Yes,Extended,2011-02-19,Employed,M,20396,Suburban,Married,76,15.0,60,1.0,3,Personal Auto,Personal,Offer1,Branch,365.0,Four-Door Car,Medsize
10460,California,7756.0,No,Basic,2011-02-01,Employed,M,97592,Suburban,Divorced,65,10.0,7,0.0,2,Personal Auto,Personal,Offer4,Agent,312.0,Four-Door Car,Medsize
10462,California,5528.0,Yes,Basic,2011-01-19,Employed,M,36088,Suburban,Single,72,16.0,31,0.0,3,Corporate Auto,Corporate,Offer1,Agent,346.0,Four-Door Car,Medsize
10463,California,22759.0,No,Basic,2011-01-01,Employed,M,80540,Rural,Married,63,27.0,74,0.0,2,Personal Auto,Personal,Offer4,Agent,66.0,Four-Door Car,Medsize
10465,Washington,8029.0,No,Premium,2011-01-16,Employed,F,96869,Suburban,Single,101,25.0,97,0.0,3,Personal Auto,Personal,Offer2,Agent,628.0,Four-Door Car,Medsize
10466,Nevada,7596.0,No,Basic,2011-01-22,Employed,M,59847,Suburban,Married,192,28.0,62,0.0,1,Corporate Auto,Corporate,Offer4,Call Center,922.0,Luxury Car,Medsize
10467,Arizona,7507.0,Yes,Basic,2011-02-06,Employed,M,60920,Urban,Single,64,10.0,61,0.0,2,Personal Auto,Personal,Offer2,Agent,231.0,Two-Door Car,Medsize
10468,Nevada,4678.0,No,Premium,2011-01-17,Employed,M,83102,Urban,Married,116,15.0,35,0.0,1,Corporate Auto,Corporate,Offer2,Call Center,444.0,Four-Door Car,Small
10470,Oregon,5746.0,No,Basic,2011-02-14,Employed,M,61990,Rural,Married,72,21.0,47,0.0,3,Personal Auto,Personal,Offer1,Agent,49.0,Four-Door Car,Medsize
10471,California,5418.0,No,Basic,2011-01-19,Employed,F,43054,Suburban,Married,68,5.0,41,0.0,3,Personal Auto,Personal,Offer3,Agent,326.0,Four-Door Car,Large
10472,Oregon,8501.0,No,Basic,2011-01-10,Employed,M,79153,Suburban,Married,106,12.0,5,0.0,3,Special Auto,Special,Offer4,Call Center,509.0,Four-Door Car,Medsize
10473,Oregon,5117.0,No,Basic,2011-01-06,Employed,M,95427,Suburban,Single,65,2.0,85,0.0,3,Personal Auto,Personal,Offer1,Call Center,443.0,Four-Door Car,Medsize
10474,Arizona,5001.0,No,Basic,2011-02-14,Employed,M,43723,Suburban,Married,66,31.0,61,3.0,3,Personal Auto,Personal,Offer2,Agent,317.0,Four-Door Car,Small
10475,California,4307.0,No,Basic,2011-01-17,Employed,M,73345,Suburban,Married,107,7.0,62,0.0,1,Personal Auto,Personal,Offer4,Agent,514.0,Four-Door Car,Medsize
10476,Arizona,5381.0,Yes,Basic,2011-02-24,Employed,F,55350,Suburban,Married,67,0.0,13,0.0,3,Personal Auto,Personal,Offer1,Agent,322.0,Four-Door Car,Medsize
10477,Oregon,7627.0,No,Extended,2011-02-17,Employed,F,36084,Rural,Divorced,99,3.0,9,1.0,3,Corporate Auto,Corporate,Offer1,Agent,153.0,Two-Door Car,Medsize
10479,California,2626.0,No,Basic,2011-02-07,Employed,M,41990,Suburban,Married,66,23.0,19,0.0,1,Personal Auto,Personal,Offer1,Agent,317.0,Four-Door Car,Medsize
10481,Arizona,9081.0,No,Basic,2011-01-26,Employed,F,33897,Urban,Married,114,15.0,67,0.0,3,Corporate Auto,Corporate,Offer1,Agent,540.0,Four-Door Car,Small
10482,Oregon,3792.0,No,Extended,2011-01-07,Employed,M,97212,Urban,Married,93,28.0,61,0.0,1,Personal Auto,Personal,Offer2,Call Center,360.0,Two-Door Car,Medsize
10485,California,4572.0,No,Basic,2011-02-01,Employed,M,79453,Rural,Single,115,11.0,47,0.0,1,Personal Auto,Personal,Offer2,Agent,242.0,Four-Door Car,Medsize
10487,Oregon,3509.0,Yes,Extended,2011-01-05,Medical Leave,M,20978,Suburban,Married,98,19.0,96,1.0,1,Personal Auto,Personal,Offer2,Branch,1176.0,Four-Door Car,Small
10488,California,9265.0,No,Premium,2011-02-14,Employed,F,55837,Suburban,Single,117,16.0,35,0.0,3,Personal Auto,Personal,Offer2,Agent,742.0,Two-Door Car,Medsize
10489,Oregon,5558.0,No,Basic,2011-01-30,Employed,F,83576,Suburban,Married,69,35.0,72,0.0,3,Personal Auto,Personal,Offer3,Web,331.0,Two-Door Car,Medsize
10490,California,6366.0,Yes,Extended,2011-01-07,Employed,M,44368,Suburban,Married,80,5.0,72,0.0,3,Personal Auto,Personal,Offer2,Call Center,384.0,Two-Door Car,Large
10492,Nevada,2659.0,No,Basic,2011-01-03,Employed,F,64987,Urban,Married,66,17.0,90,0.0,1,Personal Auto,Personal,Offer2,Web,183.0,Four-Door Car,Small
10493,Oregon,10979.0,No,Extended,2011-01-12,Employed,M,68158,Rural,Married,139,28.0,87,1.0,3,Personal Auto,Personal,Offer1,Call Center,253.0,Four-Door Car,Medsize
10494,California,18570.0,No,Extended,2011-02-06,Employed,F,32756,Urban,Married,93,18.0,67,0.0,2,Personal Auto,Personal,Offer1,Agent,381.0,Two-Door Car,Medsize
10495,Oregon,5138.0,No,Basic,2011-02-18,Employed,F,78460,Urban,Married,64,3.0,93,0.0,3,Personal Auto,Personal,Offer3,Agent,204.0,Four-Door Car,Medsize
10497,Oregon,5285.0,No,Basic,2011-01-14,Employed,F,65096,Suburban,Married,67,3.0,81,3.0,3,Personal Auto,Personal,Offer1,Call Center,322.0,Four-Door Car,Medsize
10498,Oregon,8170.0,No,Basic,2011-02-14,Employed,F,40803,Rural,Single,71,8.0,19,3.0,2,Personal Auto,Personal,Offer3,Call Center,123.0,Four-Door Car,Medsize
10500,Oregon,3452.0,No,Extended,2011-02-28,Employed,F,65773,Urban,Married,89,24.0,35,4.0,1,Corporate Auto,Corporate,Offer2,Call Center,245.0,Four-Door Car,Medsize
10501,California,5069.0,No,Basic,2011-02-07,Employed,F,50363,Rural,Married,63,24.0,40,0.0,3,Personal Auto,Personal,Offer3,Agent,13.0,Four-Door Car,Medsize
10505,Oregon,7893.0,No,Basic,2011-02-13,Employed,M,29215,Suburban,Single,67,7.0,15,0.0,2,Personal Auto,Personal,Offer2,Call Center,328.0,Four-Door Car,Small
10508,Arizona,7715.0,No,Basic,2011-02-25,Medical Leave,M,13154,Suburban,Married,102,0.0,42,0.0,3,Personal Auto,Personal,Offer1,Branch,490.0,Four-Door Car,Medsize
10509,California,2743.0,No,Basic,2011-01-15,Employed,F,32437,Suburban,Married,69,25.0,96,0.0,1,Corporate Auto,Corporate,Offer4,Branch,331.0,Two-Door Car,Small
10510,California,2435.0,No,Basic,2011-02-02,Employed,F,64341,Rural,Single,61,4.0,81,0.0,1,Personal Auto,Personal,Offer1,Agent,80.0,Four-Door Car,Small
10511,Oregon,2737.0,No,Basic,2011-01-22,Employed,F,78889,Rural,Married,68,0.0,84,0.0,1,Corporate Auto,Corporate,Offer4,Branch,52.0,Two-Door Car,Medsize
10512,Oregon,12742.0,Yes,Basic,2011-01-07,Employed,F,73054,Urban,Married,106,34.0,36,1.0,2,Personal Auto,Personal,Offer1,Branch,419.0,Four-Door Car,Medsize
10513,California,5288.0,No,Basic,2011-02-11,Medical Leave,M,28884,Suburban,Married,72,27.0,9,1.0,3,Corporate Auto,Corporate,Offer2,Agent,518.0,Four-Door Car,Medsize
10515,California,2825.0,No,Basic,2011-01-18,Employed,M,48008,Rural,Married,73,33.0,55,4.0,1,Personal Auto,Personal,Offer2,Branch,137.0,Four-Door Car,Medsize
10516,Nevada,2745.0,No,Basic,2011-01-15,Employed,F,45191,Urban,Married,69,18.0,34,0.0,1,Personal Auto,Personal,Offer2,Web,331.0,Four-Door Car,Large
10517,California,10090.0,No,Extended,2011-01-01,Employed,F,63657,Suburban,Single,128,1.0,26,0.0,3,Corporate Auto,Corporate,Offer4,Agent,614.0,Sports Car,Medsize
10519,Oregon,3105.0,No,Extended,2011-01-15,Employed,F,97234,Urban,Single,78,13.0,39,0.0,1,Personal Auto,Personal,Offer2,Branch,318.0,Four-Door Car,Large
10521,California,6409.0,No,Extended,2011-02-03,Employed,M,49988,Suburban,Married,84,6.0,37,5.0,3,Personal Auto,Personal,Offer2,Web,567.0,Two-Door Car,Large
10522,Washington,2810.0,Yes,Basic,2011-02-27,Employed,M,26790,Suburban,Married,71,4.0,41,0.0,1,Personal Auto,Personal,Offer2,Agent,341.0,Two-Door Car,Medsize
10523,California,8323.0,No,Basic,2011-01-20,Employed,M,97245,Rural,Divorced,70,29.0,29,0.0,2,Personal Auto,Personal,Offer2,Web,4.0,Four-Door Car,Medsize
10524,Oregon,7868.0,No,Basic,2011-02-05,Employed,F,24887,Suburban,Single,68,33.0,6,0.0,2,Personal Auto,Personal,Offer2,Agent,326.0,Four-Door Car,Medsize
10526,Washington,9095.0,Yes,Basic,2011-01-11,Employed,M,37937,Suburban,Married,116,11.0,42,0.0,3,Personal Auto,Personal,Offer2,Call Center,557.0,Four-Door Car,Medsize
10527,California,3203.0,No,Extended,2011-02-23,Employed,M,68370,Urban,Married,80,0.0,45,0.0,1,Personal Auto,Personal,Offer3,Agent,244.0,Four-Door Car,Medsize
10528,Nevada,3242.0,No,Extended,2011-01-01,Employed,M,33701,Suburban,Single,88,14.0,22,3.0,1,Personal Auto,Personal,Offer1,Agent,461.0,Four-Door Car,Medsize
